"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year"
"Estimated BLM range acres with BI >= 3",3,"ID","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"MT","1",202543,124992,0.617,42360,362727,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"MT","2",275705,380745,1.381,0,763649,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"NV","1",540378,320556,0.593,129569,951188,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"NV","2",1067171,515328,0.483,406752,1727590,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"NM","2",11097671,1746237,0.157,8859778,13335563,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"OR","1",588986,226935,0.385,298156,879815,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"OR","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"SD","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"UT","1",42149,47989,1.139,0,103649,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"UT","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"WA","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"WY","1",251708,148529,0.59,61360,442056,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"Estimated BLM range acres with BI >= 3",3,"WY","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"BLM","NA",3.06,0.95,0.309,1.85,4.28,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"AZ","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"CA","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"CA","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"CO","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"CO","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"ID","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"ID","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"MT","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"MT","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"NV","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"NV","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"NM","2",30.12,8.94,0.297,18.66,41.59,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"OR","1",0.94,0.65,0.695,0.1,1.77,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"OR","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"SD","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"UT","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"UT","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"WA","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"WY","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"7. Estimated % of BLM range acres with BI >= 4",4,"WY","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"BLM","NA",4561776,1420802,0.311,2740945,6382608,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"AZ","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"CA","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"CA","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"CO","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"CO","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"ID","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"ID","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"MT","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"MT","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"NV","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"NV","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"NM","2",4459704,1415887,0.317,2645172,6274237,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"OR","1",102072,71123,0.697,10924,193220,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"OR","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"SD","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"UT","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"UT","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"WA","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"WY","1",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"9. Estimated BLM range acres with BI >= 4",4,"WY","2",0,0,0,0,0,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"BLM","NA",90.07,1.32,0.015,88.39,91.76,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"AZ","2",100,0,0,100,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"CA","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"CA","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"CO","1",94.59,4.12,0.044,89.3,99.87,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"CO","2",94.56,3.87,0.041,89.6,99.52,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"ID","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"ID","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"MT","1",97.73,1.67,0.017,95.6,99.87,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"MT","2",49.52,22.73,0.459,20.39,78.66,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"NV","1",98.35,1.12,0.011,96.92,99.79,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"NV","2",96.78,1.78,0.018,94.51,99.06,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"NM","2",37.07,9.01,0.243,25.53,48.61,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"OR","1",95.31,1.8,0.019,93,97.61,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"OR","2",100,0,0,100,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"SD","2",100,98.26,0.983,0,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"UT","1",99.13,0.93,0.009,97.94,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"UT","2",95.85,3.22,0.034,91.72,99.98,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"WA","2",100,98.26,0.983,0,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"WY","1",91.91,2.11,0.023,89.21,94.6,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"10. Estimated % of BLM range acres with HF <= 2",5,"WY","2",88.55,16.03,0.181,68.01,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"BLM","NA",134181060,2382809,0.018,131127367,137234752,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"AZ","2",12639885,1312594,0.104,10957728,14322042,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"CA","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"CA","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"CO","1",1584139,174601,0.11,1360380,1807899,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"CO","2",5742030,515463,0.09,5081437,6402623,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"ID","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"ID","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"MT","1",6831299,216596,0.032,6553720,7108878,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"MT","2",543456,280958,0.517,183395,903518,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"NV","1",14599968,364471,0.025,14132880,15067056,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"NV","2",32975019,1947300,0.059,30479453,35470584,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"NM","2",5487516,1329076,0.242,3784236,7190797,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"OR","1",10371307,277696,0.027,10015425,10727188,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"OR","2",4731325,645664,0.136,3903873,5558777,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"SD","2",790060,776415,0.983,0,1785077,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"UT","1",1165657,191802,0.165,919853,1411461,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"UT","2",18715348,1294105,0.069,17056885,20373811,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"WA","2",346327,340303,0.983,0,782442,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"WY","1",14899249,365958,0.025,14430256,15368243,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"12. Estimated BLM range acres with HF <= 2",5,"WY","2",2758474,692877,0.251,1870517,3646431,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"BLM","NA",7.38,0.99,0.134,6.12,8.65,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"AZ","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"CA","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"CA","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"CO","1",3.16,3.44,1.088,0,7.56,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"CO","2",5.44,3.87,0.712,0.48,10.4,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"ID","1",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"ID","2",0,0,0,0,0,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"MT","1",2.27,1.67,0.735,0.13,4.4,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"MT","2",50.48,22.73,0.45,21.34,79.61,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"NV","1",1.65,1.12,0.681,0.21,3.08,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
"13. Estimated % of BLM range acres with HF = 3",6,"NV","2",2.69,1.36,0.506,0.95,4.44,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","2020"
