"","Ecoregion","Year","Indicator_Name","Indicator_Number","Ecoregion_name","Value","SE","CV","CI_Lower","CI_Upper","Indicator","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption","BLM.Sample","BLM.Acres","Value2","CI_Lower2","CI_Upper2","Flag"
"45","All BLM Range","2011","21. Estimated BLM range acres with SSS <= 2",9,"All.BLM.Range",124688935,3541684,0.03,120148496,129229373,"SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ",18,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ","",1079,151105636,124.688935,120.148496,129.229373,NA
"46","All BLM Range","2011","Estimated BLM range acres with BI >= 3",3,"All.BLM.Range",15655730,1500132,0.1,13732560,17578899,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ",6,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ","",1079,151105636,15.65573,13.73256,17.578899,NA
"47","All BLM Range","2011","4. Estimated % of BLM range acres with BI = 3",2,"All.BLM.Range",8.09,0.95,0.12,6.87,9.31,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ",3,"Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ","",1079,151105636,8.09,6.87,9.31,NA
"48","All BLM Range","2011","40. Estimated % of BLM range acres that meet this condition",17,"All.BLM.Range",8.6,1.42,0.16,6.79,10.42,"25% OR GREATER OF FOLIAR COVER COMPOSED OF NON-NATIVE INVASIVE SPECIES","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where non-native invasive species are abundant (>= 25%) (80% confidence interval) ",33,"Proportion of BLM rangelands where >= 25% of foliar cover is comprised of non-native invasive species (80% confidence interval) ","",1079,151105636,8.6,6.79,10.42,NA
"49","All BLM Range","2013","1. Estimated % of BLM range acres with BI <= 2",1,"All.BLM.Range",83.06,1.83,0.02,80.71,85.41,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ",1,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ","",NA,NA,83.06,80.71,85.41,NA
"50","All BLM Range","2013","10. Estimated % of BLM range acres with HF <= 2",5,"All.BLM.Range",85.16,1.5,0.02,83.23,87.09,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ",9,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ","",NA,NA,85.16,83.23,87.09,NA
"51","All BLM Range","2013","12. Estimated BLM range acres with HF <= 2",5,"All.BLM.Range",116839979,2438159,0.02,113715352,119964606,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) ",10,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) ","",NA,NA,116.839979,113.715352,119.964606,NA
"52","All BLM Range","2013","73. Percent Annual Grasses on BLM range",33,"All.BLM.Range",8.51,0.69,0.08,7.63,9.4,"PERCENT ANNUAL GRASSES ON BLM RANGE","Year","Percent of foliar cover on BLM-administered lands","percent","Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)",57,"Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)","Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae",NA,NA,8.51,7.63,9.4,NA
"53","All BLM Range","2013","74. Percent Non-Native Invasive Plant Species on BLM range",34,"All.BLM.Range",10.9,0.84,0.08,9.82,11.98,"PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE","Year","Percent of foliar cover on BLM-administered lands","percent","Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval)",58,"Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval)","",NA,NA,10.9,9.82,11.98,NA
"54","All BLM Range","2013","13. Estimated % of BLM range acres with HF = 3",6,"All.BLM.Range",11.37,1.59,0.14,9.33,13.41,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ",11,"Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ","",NA,NA,11.37,9.33,13.41,NA
"55","All BLM Range","2013","15. Estimated BLM range acres with HF = 3",6,"All.BLM.Range",15600769,2280383,0.15,12678341,18523197,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)",12,"BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)","",NA,NA,15.600769,12.678341,18.523197,NA
"56","All BLM Range","2013","16. Estimated % of BLM range acres with HF >= 4",8,"All.BLM.Range",3.47,0.74,0.21,2.52,4.42,"HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4) (80% confidence interval) ",15,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4) (80% confidence interval) ","",NA,NA,3.47,2.52,4.42,NA
"57","All BLM Range","2013","18. Estimated BLM range acres with HF >= 4",8,"All.BLM.Range",4761595,1004924,0.21,3473733,6049457,"HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4)",16,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4)","",NA,NA,4.761595,3.473733,6.049457,NA
"58","All BLM Range","2013","19. Estimated % of BLM range acres with SSS <= 2",9,"All.BLM.Range",87.24,1.38,0.02,85.47,89,"SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ",17,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) (80% confidence interval) ","",NA,NA,87.24,85.47,89,NA
"59","All BLM Range","2013","Estimated % of BLM range acres with SSS >= 3",11,"All.BLM.Range",12.76,1.38,0.11,11,14.53,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ",21,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ","",NA,NA,12.76,11,14.53,NA
"60","All BLM Range","2013","21. Estimated BLM range acres with SSS <= 2",9,"All.BLM.Range",119689914,2385336,0.02,116632983,122746844,"SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ",18,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ","",NA,NA,119.689914,116.632983,122.746844,NA
"61","All BLM Range","2013","Estimated BLM range acres with HF >= 3",7,"All.BLM.Range",20362364,2180381,0.11,17568093,23156634,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ",14,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ","",NA,NA,20.362364,17.568093,23.156634,NA
"62","All BLM Range","2013","22. Estimated % of BLM range acres with SSS = 3",10,"All.BLM.Range",9.94,1.61,0.16,7.87,12,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","Year","Percent of BLM rangeland ","percent","Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ",19,"Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ","",NA,NA,9.94,7.87,12,NA
"63","All BLM Range","2013","24. Estimated BLM range acres with SSS = 3",10,"All.BLM.Range",13635822,2290127,0.17,10700906,16570737,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3)",20,"BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3)","",NA,NA,13.635822,10.700906,16.570737,NA
"64","All BLM Range","2013","45. Estimated BLM range acres that meet this condition",18,"All.BLM.Range",65432429,3061131,0.05,61509432,69355426,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ","",NA,NA,65.432429,61.509432,69.355426,NA
"65","All BLM Range","2013","25. Estimated % of BLM range acres with SSS >= 4",12,"All.BLM.Range",2.83,0.78,0.28,1.83,3.83,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ",23,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ","",NA,NA,2.83,1.83,3.83,NA
"66","All BLM Range","2013","27. Estimated BLM range acres with SSS >= 4",12,"All.BLM.Range",3876608,1056207,0.27,2523024,5230192,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)",24,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)","",NA,NA,3.876608,2.523024,5.230192,NA
"67","All BLM Range","2013","28. Estimated % of BLM range acres with all 3 rangeland health attributes <= 2",13,"All.BLM.Range",79.34,1.92,0.02,76.88,81.81,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ",25,"Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ","",NA,NA,79.34,76.88,81.81,NA
"68","All BLM Range","2013","3. Estimated BLM range acres with BI <= 2",1,"All.BLM.Range",113961624,2898440,0.03,110247123,117676124,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)",2,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)","",NA,NA,113.961624,110.247123,117.676124,NA
"69","All BLM Range","2013","30. Estimated BLM range acres with all 3 rangeland health attributes <= 2",13,"All.BLM.Range",108859510,2926584,0.03,105108942,112610078,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)",26,"BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)","",NA,NA,108.85951,105.108942,112.610078,NA
"70","All BLM Range","2013","31. Estimated % of BLM range acres with all 3 rangeland health attributes >= 4",14,"All.BLM.Range",1.78,0.61,0.34,1,2.56,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ",27,"Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ","",NA,NA,1.78,1,2.56,NA
"71","All BLM Range","2013","33. Estimated BLM range acres with all 3 rangeland health attributes >= 4",14,"All.BLM.Range",2443930,824444,0.34,1387362,3500497,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)",28,"BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)","",NA,NA,2.44393,1.387362,3.500497,NA
"72","All BLM Range","2013","53. Estimated % of BLM range acres that meet this condition",22,"All.BLM.Range",44.56,1.85,0.04,42.19,46.92,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ",42,"Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ","",NA,NA,44.56,42.19,46.92,NA
"73","All BLM Range","2013","34. Estimated % of BLM range acres with at least 1 rangeland health attribute = 3",15,"All.BLM.Range",17.99,2,0.11,15.43,20.56,"AT LEAST 1 RANGELAND HEALTH ATTRIBUTE HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (=3)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3) (80% confidence interval) ",29,"Proportion of BLM rangelands where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3) (80% confidence interval) ","",NA,NA,17.99,15.43,20.56,NA
"74","All BLM Range","2013","36. Estimated BLM range acres with at least 1 rangeland health attribute = 3",15,"All.BLM.Range",24688385,2872678,0.12,21006900,28369870,"AT LEAST 1 RANGELAND HEALTH ATTRIBUTE HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (=3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3)",30,"BLM rangeland acres (millions) where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3)","",NA,NA,24.688385,21.0069,28.36987,NA
