Indicator_Name,Indicator_Number,Ecoregion_name,Ecoregion,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
Estimated % of BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,25.26,5.22,0.21,18.57,31.95,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2012,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),5,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval),
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,15.63,1.96,0.13,13.11,18.14,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2016,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,12.61,2.32,0.18,9.64,15.59,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2011,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,11.05,3.24,0.29,6.9,15.21,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2017,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,14.29,3.09,0.22,10.33,18.24,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2014,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,18.83,3.54,0.19,14.29,23.36,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2015,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,6.98,2.53,0.36,3.73,10.22,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2019,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,24.84,4.19,0.17,19.47,30.21,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2012,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with HF >= 3,7,EASTERN.COLD.DESERTS,Eastern Cold Deserts,8.67,1.9,0.22,6.23,11.1,HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3),2018,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,13,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,19.95,3.47,0.17,15.5,24.39,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2015,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,10.87,2.49,0.23,7.68,14.06,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2014,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,13.95,2.26,0.16,11.05,16.86,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2016,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,8.77,1.88,0.22,6.35,11.18,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2018,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,7.58,2.82,0.37,3.96,11.2,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2019,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,10.99,2.68,0.24,7.56,14.43,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2017,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,11.1,2.17,0.2,8.32,13.88,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2011,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated % of BLM range acres with SSS >= 3,11,EASTERN.COLD.DESERTS,Eastern Cold Deserts,21.41,4.55,0.21,15.57,27.24,SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3),2012,Year,Percent of rangeland acres on BLM-administered lands ,percent,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,21,Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,2331039,588223,0.25,1577200,3084877,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,4209534,1050258,0.25,2863575,5555494,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,3476486,778452,0.22,2478510,4474461,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,5202297,936195,0.18,4002515,6402079,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,8896684,1883099,0.21,6483396,11309973,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,5406854,878187,0.16,4281411,6532296,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,1261172,571610,0.45,528624,1993720,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2019,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
Estimated BLM range acres with BI >= 3,3,EASTERN.COLD.DESERTS,Eastern Cold Deserts,4941515,794085,0.16,3923854,5959176,BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,6,BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ,
