Indicator_Name,Indicator_Number,State,Type,Value,SE,CV,CI_Lower,CI_Upper,Indicator,Year,xlab,ylab,var_type,figure_title,Index,figure_title_edit,caption
72. Percent of Bare Ground on BLM range,32,BLM,NA,26.24,0.68,0.03,25.37,27.11, PERCENT OF BARE GROUND ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,NA,24.49,0.80,0.03,23.46,25.51, PERCENT OF BARE GROUND ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,2,32.03,1.23,0.04,30.46,33.60, PERCENT OF BARE GROUND ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,1,26.69,0.47,0.02,26.09,27.29, PERCENT OF BARE GROUND ON BLM RANGE,2015,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,1,21.51,0.52,0.02,20.85,22.18, PERCENT OF BARE GROUND ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,2,26.38,1.20,0.05,24.84,27.91, PERCENT OF BARE GROUND ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,NA,28.57,0.83,0.03,27.50,29.64, PERCENT OF BARE GROUND ON BLM RANGE,2016,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,2,29.01,1.08,0.04,27.62,30.40, PERCENT OF BARE GROUND ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,1,20.79,0.55,0.03,20.09,21.50, PERCENT OF BARE GROUND ON BLM RANGE,2017,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
72. Percent of Bare Ground on BLM range,32,BLM,1,20.77,0.91,0.04,19.61,21.93, PERCENT OF BARE GROUND ON BLM RANGE,2018,Year,Percent cover on BLM-administered lands,percent,Proportion of land composed of bare ground on BLM rangelands (80% confidence interval),56,Percent cover of bare ground on BLM rangelands (80% confidence interval),
73. Percent Annual Grasses on BLM range,33,BLM,NA,7.88,0.54,0.07,7.19,8.57, PERCENT ANNUAL GRASSES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,10.26,0.51,0.05,9.60,10.91, PERCENT ANNUAL GRASSES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,NA,8.51,0.69,0.08,7.63,9.40, PERCENT ANNUAL GRASSES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,32,BLM,1,10.30,0.70,0.07,9.40,11.20, PERCENT ANNUAL GRASSES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,NA,7.85,0.45,0.06,7.27,8.42, PERCENT ANNUAL GRASSES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,NA,10.77,0.64,0.06,9.95,11.60, PERCENT ANNUAL GRASSES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,6.67,0.62,0.09,5.87,7.47, PERCENT ANNUAL GRASSES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,9.56,0.98,0.10,8.30,10.81, PERCENT ANNUAL GRASSES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,32,BLM,NA,10.28,0.80,0.08,9.25,11.31, PERCENT ANNUAL GRASSES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,8.33,0.51,0.06,7.67,8.98, PERCENT ANNUAL GRASSES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,12.06,0.53,0.04,11.39,12.74, PERCENT ANNUAL GRASSES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,6.54,0.59,0.09,5.79,7.29, PERCENT ANNUAL GRASSES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,32,BLM,2,10.27,1.20,0.12,8.73,11.81, PERCENT ANNUAL GRASSES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,13.29,0.82,0.06,12.25,14.34, PERCENT ANNUAL GRASSES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,7.67,0.74,0.10,6.71,8.62, PERCENT ANNUAL GRASSES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,10.14,0.91,0.09,8.97,11.31, PERCENT ANNUAL GRASSES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,NA,13.77,0.97,0.07,12.53,15.01, PERCENT ANNUAL GRASSES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,NA,11.93,1.05,0.09,10.58,13.28, PERCENT ANNUAL GRASSES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,14.02,1.45,0.10,12.16,15.88, PERCENT ANNUAL GRASSES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,2,10.80,1.39,0.13,9.02,12.58, PERCENT ANNUAL GRASSES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
73. Percent Annual Grasses on BLM range,33,BLM,1,14.15,0.97,0.07,12.91,15.40, PERCENT ANNUAL GRASSES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),57,Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval),"Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae"
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,14.75,0.76,0.05,13.77,15.73, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,12.91,1.20,0.09,11.38,14.45, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,10.90,0.84,0.08,9.82,11.98, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,14.54,0.84,0.06,13.47,15.61, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,19.56,1.56,0.08,17.55,21.56, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,13.73,0.58,0.04,12.99,14.48, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,17.87,1.04,0.06,16.54,19.19, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2017,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,10.66,0.75,0.07,9.70,11.62, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,7.09,0.61,0.09,6.31,7.87, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2012,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,11.24,0.95,0.09,10.01,12.46, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,15.24,1.11,0.07,13.81,16.67, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2016,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,15.44,1.22,0.08,13.88,17.01, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,16.66,1.10,0.07,15.25,18.07, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,14.82,1.73,0.12,12.61,17.04, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2018,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,NA,11.13,0.59,0.05,10.38,11.88, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,11.74,0.53,0.05,11.06,12.41, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,2,10.83,0.84,0.08,9.75,11.91, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2015,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,34,BLM,1,9.46,0.59,0.06,8.70,10.22, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2014,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,33,BLM,NA,13.47,0.92,0.07,12.29,14.65, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,33,BLM,1,12.58,0.70,0.06,11.68,13.48, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
74. Percent Non-Native Invasive Plant Species on BLM range,33,BLM,2,13.94,1.39,0.10,12.16,15.73, PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE,2019,Year,Percent of foliar cover on BLM-administered lands,percent,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),58,Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,4617413.00,938111.00,0.20,3414754.00,5820072.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,5788038.00,1131130.00,0.20,4338437.00,7237640.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,729743.00,425271.00,0.58,184545.00,1274941.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,6926905.00,852792.00,0.12,5834007.00,8019802.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,398920.00,152702.00,0.38,203225.00,594616.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,6225672.00,1084091.00,0.17,4836354.00,7614991.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,6186958.00,1182425.00,0.19,4671619.00,7702298.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2015,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,4639286.00,1048526.00,0.23,3295545.00,5983026.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2012,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,478759.00,178980.00,0.37,249387.00,708131.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,1,752411.00,178343.00,0.24,523855.00,980967.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2016,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,3887670.00,855533.00,0.22,2790876.00,4984464.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2011,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,NA,4794526.00,1177409.00,0.25,3285617.00,6303436.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2017,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,6540651.00,995443.00,0.15,5264940.00,7816363.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2014,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
9. Estimated BLM range acres with BI >= 4,4,BLM,2,4710050.00,1114922.00,0.24,3281220.00,6138880.00,BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4),2018,Year,BLM rangeland acres (millions),acres,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),8,BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4),
